,x,y
0,-10.0,7.69459862670642e-23
1,-9.899497487437186,2.0915559460237316e-22
2,-9.798994974874372,5.628158231224585e-22
3,-9.698492462311558,1.4992581197302371e-21
4,-9.597989949748744,3.953664545731887e-21
5,-9.49748743718593,1.0321350458954363e-20
6,-9.396984924623116,2.667390063081357e-20
7,-9.296482412060302,6.82416990343029e-20
8,-9.195979899497488,1.7283290551742168e-19
9,-9.095477386934673,4.3332757730469813e-19
10,-8.99497487437186,1.0755225595718092e-18
11,-8.894472361809045,2.6426279118109925e-18
12,-8.793969849246231,6.427851116947396e-18
13,-8.693467336683417,1.5477788151728963e-17
14,-8.592964824120603,3.689481057752749e-17
15,-8.492462311557789,8.706326898583476e-17
16,-8.391959798994975,2.0338454688554668e-16
17,-8.291457286432161,4.703425101618815e-16
18,-8.190954773869347,1.0767721414028013e-15
19,-8.090452261306533,2.4403194807463487e-15
20,-7.989949748743719,5.474984080248159e-15
21,-7.889447236180905,1.2159965209398838e-14
22,-7.788944723618091,2.6735918082730703e-14
23,-7.688442211055277,5.819305660715444e-14
24,-7.5879396984924625,1.2538931631597639e-13
25,-7.4874371859296485,2.674626833434393e-13
26,-7.386934673366834,5.647798038091508e-13
27,-7.28643216080402,1.1806153265304457e-12
28,-7.185929648241206,2.4431547340451372e-12
29,-7.085427135678392,5.00503164397649e-12
30,-6.984924623115578,1.0150232254276442e-11
31,-6.884422110552764,2.0377853218566854e-11
32,-6.78391959798995,4.049992113099725e-11
33,-6.683417085427136,7.968254984524808e-11
34,-6.582914572864322,1.5519780209799942e-10
35,-6.482412060301508,2.992410760535496e-10
36,-6.381909547738694,5.711762579595927e-10
37,-6.28140703517588,1.0792756621825112e-09
38,-6.180904522613066,2.018867972986445e-09
39,-6.080402010050252,3.738494543185957e-09
40,-5.979899497487437,6.853286400480501e-09
41,-5.879396984924623,1.2436962065961212e-08
42,-5.7788944723618085,2.2343079753424036e-08
43,-5.6783919597989945,3.973608350059317e-08
44,-5.57788944723618,6.995848263981094e-08
45,-5.477386934673366,1.219295583830592e-07
46,-5.376884422110552,2.103734446745959e-07
47,-5.276381909547738,3.5932392368063e-07
48,-5.175879396984924,6.075676564618936e-07
49,-5.07537688442211,1.0169894723044362e-06
50,-4.974874371859296,1.685200447834652e-06
51,-4.874371859296482,2.764394195246486e-06
52,-4.773869346733668,4.489124774019365e-06
53,-4.673366834170854,7.2166672123560765e-06
54,-4.57286432160804,1.1484840781110738e-05
55,-4.472361809045226,1.8093666307248787e-05
56,-4.371859296482412,2.8218990425409123e-05
57,-4.271356783919598,4.356820481627285e-05
58,-4.1708542713567835,6.659032843530923e-05
59,-4.0703517587939695,0.00010075484657182178
60,-3.9698492462311554,0.00015091556464144599
61,-3.8693467336683414,0.00022377698474260044
62,-3.7688442211055273,0.00032848088361525076
63,-3.6683417085427132,0.00047732928584549384
64,-3.567839195979899,0.0006866562208011893
65,-3.467336683417085,0.0009778538162001056
66,-3.366834170854271,0.0013785477345316117
67,-3.266331658291457,0.001923902152764817
68,-3.165829145728643,0.0026580151387191543
69,-3.065326633165829,0.0036353415271796904
70,-2.964824120603015,0.004922052964715569
71,-2.8643216080402008,0.006597215121080793
72,-2.7638190954773867,0.008753632433787812
73,-2.6633165829145726,0.01149818429328922
74,-2.5628140703517586,0.014951457192859684
75,-2.4623115577889445,0.019246469512527096
76,-2.3618090452261304,0.024526293906179268
77,-2.2613065326633164,0.03094041098802078
78,-2.1608040201005023,0.03863968044048048
79,-2.0603015075376883,0.047769893348557114
80,-1.9597989949748733,0.05846397165839058
81,-1.8592964824120592,0.07083300334470599
82,-1.7587939698492452,0.08495643804976388
83,-1.6582914572864311,0.1008719072736545
84,-1.557788944723617,0.11856526253021346
85,-1.457286432160803,0.1379615292990553
86,-1.356783919597989,0.15891753876005665
87,-1.2562814070351749,0.18121700919741976
88,-1.1557788944723608,0.20456879388398067
89,-1.0552763819095468,0.22860888661109421
90,-0.9547738693467327,0.25290658087438367
91,-0.8542713567839186,0.27697492268521184
92,-0.7537688442211046,0.3002852963293314
93,-0.6532663316582905,0.3222856601983407
94,-0.5527638190954764,0.3424216340835994
95,-0.4522613065326624,0.36015936032965784
96,-0.3517587939698483,0.3750088483191984
97,-0.25125628140703427,0.38654638984772
98,-0.1507537688442202,0.39443461944238506
99,-0.05025125628140614,0.3984388959727278
100,0.05025125628140792,0.39843889597272775
101,0.15075376884422198,0.39443461944238495
102,0.25125628140703604,0.38654638984771983
103,0.3517587939698501,0.3750088483191981
104,0.45226130653266416,0.36015936032965756
105,0.5527638190954782,0.3424216340835991
106,0.6532663316582923,0.3222856601983403
107,0.7537688442211063,0.30028529632933093
108,0.8542713567839204,0.27697492268521146
109,0.9547738693467345,0.2529065808743833
110,1.0552763819095485,0.22860888661109377
111,1.1557788944723626,0.20456879388398022
112,1.2562814070351767,0.18121700919741937
113,1.3567839195979907,0.1589175387600563
114,1.4572864321608048,0.13796152929905497
115,1.5577889447236188,0.11856526253021313
116,1.658291457286433,0.10087190727365417
117,1.758793969849247,0.08495643804976362
118,1.859296482412061,0.07083300334470576
119,1.959798994974875,0.05846397165839037
120,2.060301507537689,0.04776989334855703
121,2.160804020100503,0.03863968044048039
122,2.2613065326633173,0.030940410988020712
123,2.3618090452261313,0.024526293906179213
124,2.4623115577889454,0.01924646951252705
125,2.5628140703517595,0.014951457192859646
126,2.6633165829145735,0.01149818429328919
127,2.7638190954773876,0.008753632433787788
128,2.8643216080402016,0.006597215121080775
129,2.9648241206030157,0.004922052964715556
130,3.0653266331658298,0.003635341527179681
131,3.165829145728644,0.0026580151387191474
132,3.266331658291458,0.0019239021527648118
133,3.366834170854272,0.001378547734531608
134,3.467336683417086,0.000977853816200103
135,3.5678391959799,0.0006866562208011875
136,3.668341708542714,0.0004773292858454921
137,3.768844221105528,0.0003284808836152496
138,3.8693467336683423,0.00022377698474259966
139,3.9698492462311563,0.00015091556464144547
140,4.07035175879397,0.00010075484657182141
141,4.170854271356784,6.6590328435309e-05
142,4.2713567839195985,4.356820481627261e-05
143,4.371859296482413,2.821899042540897e-05
144,4.472361809045227,1.8093666307248723e-05
145,4.572864321608041,1.1484840781110696e-05
146,4.673366834170855,7.216667212356051e-06
147,4.773869346733669,4.489124774019349e-06
148,4.874371859296483,2.7643941952464764e-06
149,4.974874371859297,1.685200447834646e-06
150,5.075376884422111,1.0169894723044326e-06
151,5.175879396984925,6.075676564618903e-07
152,5.276381909547739,3.5932392368062804e-07
153,5.376884422110553,2.1037344467459514e-07
154,5.477386934673367,1.2192955838305855e-07
155,5.577889447236181,6.995848263981057e-08
156,5.678391959798995,3.9736083500593033e-08
157,5.778894472361809,2.2343079753423878e-08
158,5.8793969849246235,1.2436962065961123e-08
159,5.9798994974874375,6.853286400480452e-09
160,6.080402010050253,3.738494543185918e-09
161,6.180904522613066,2.018867972986445e-09
162,6.2814070351758815,1.0792756621824996e-09
163,6.381909547738694,5.711762579595927e-10
164,6.48241206030151,2.992410760535454e-10
165,6.582914572864322,1.5519780209799942e-10
166,6.683417085427138,7.968254984524694e-11
167,6.78391959798995,4.049992113099725e-11
168,6.884422110552766,2.0377853218566566e-11
169,6.984924623115578,1.0150232254276442e-11
170,7.085427135678394,5.005031643976436e-12
171,7.185929648241206,2.4431547340451372e-12
172,7.286432160804022,1.1806153265304332e-12
173,7.386934673366834,5.647798038091508e-13
174,7.48743718592965,2.674626833434355e-13
175,7.5879396984924625,1.2538931631597639e-13
176,7.688442211055278,5.819305660715361e-14
177,7.788944723618091,2.6735918082730703e-14
178,7.8894472361809065,1.2159965209398664e-14
179,7.989949748743719,5.474984080248159e-15
180,8.090452261306535,2.4403194807463144e-15
181,8.190954773869347,1.0767721414028013e-15
182,8.291457286432163,4.703425101618749e-16
183,8.391959798994975,2.0338454688554668e-16
184,8.49246231155779,8.70632689858329e-17
185,8.592964824120603,3.689481057752749e-17
186,8.693467336683419,1.5477788151728634e-17
187,8.793969849246231,6.427851116947396e-18
188,8.894472361809047,2.642627911810955e-18
189,8.99497487437186,1.0755225595718092e-18
190,9.095477386934675,4.333275773046889e-19
191,9.195979899497488,1.7283290551742168e-19
192,9.296482412060303,6.824169903430192e-20
193,9.396984924623116,2.667390063081357e-20
194,9.497487437185931,1.0321350458954142e-20
195,9.597989949748744,3.953664545731887e-21
196,9.69849246231156,1.499258119730205e-21
197,9.798994974874372,5.628158231224585e-22
198,9.899497487437188,2.0915559460236872e-22
199,10.0,7.69459862670642e-23
