x,y
-59.0,2.0
15.0,-49.0
-48.0,11.0
24.0,36.0
15.0,-13.0
-39.0,16.0
47.0,19.0
-6.0,13.0
30.0,-34.0
-18.0,75.0
-66.0,-1.0
-34.0,67.0
-8.0,-24.0
6.0,23.0
-21.0,6.0
45.0,-49.0
-10.0,15.0
10.0,-7.0
-63.0,9.0
-30.0,-43.0
-41.0,27.0
34.0,-22.0
-40.0,-8.0
32.0,17.0
37.0,-17.0
-71.0,41.0
-67.0,11.0
80.0,-56.0
26.0,-27.0
-36.0,-1.0
30.0,-57.0
-70.0,5.0
17.0,10.0
-18.0,52.0
83.0,-45.0
-7.0,61.0
-33.0,9.0
-56.0,25.0
-77.0,2.0
84.0,-44.0
21.0,16.0
62.0,17.0
65.0,-58.0
10.0,6.0
56.0,-27.0
57.0,-62.0
3.0,-33.0
54.0,49.0
15.0,-59.0
-48.0,1.0
64.0,62.0
17.0,-13.0
-79.0,50.0
-18.0,29.0
47.0,9.0
11.0,-57.0
-43.0,-28.0
-20.0,-45.0
39.0,10.0
-56.0,38.0
-10.0,5.0
72.0,-42.0
50.0,56.0
-41.0,17.0
-40.0,-18.0
-48.0,-22.0
26.0,-73.0
13.0,-6.0
-17.0,2.0
-59.0,5.0
-61.0,44.0
-16.0,-34.0
-49.0,18.0
76.0,49.0
9.0,-4.0
29.0,-26.0
60.0,-39.0
52.0,-43.0
-75.0,2.0
-65.0,46.0
-45.0,24.0
42.0,29.0
61.0,42.0
25.0,-24.0
39.0,23.0
86.0,-45.0
59.0,-26.0
72.0,56.0
79.0,-48.0
16.0,12.0
56.0,48.0
63.0,-56.0
9.0,-27.0
-34.0,11.0
46.0,40.0
-68.0,18.0
65.0,53.0
-3.0,-2.0
-68.0,54.0
74.0,-42.0
25.0,-47.0
62.0,20.0
14.0,-57.0
23.0,28.0
24.0,-7.0
-59.0,-5.0
-73.0,60.0
64.0,65.0
38.0,13.0
-17.0,77.0
-57.0,4.0
-33.0,-11.0
40.0,-27.0
25.0,-70.0
-16.0,41.0
-65.0,36.0
-53.0,10.0
-52.0,-25.0
-41.0,-16.0
37.0,-60.0
24.0,-30.0
-51.0,-24.0
-27.0,4.0
-28.0,-41.0
37.0,25.0
-46.0,27.0
29.0,-59.0
-25.0,-30.0
-40.0,70.0
-61.0,47.0
-15.0,14.0
67.0,53.0
57.0,39.0
-56.0,-18.0
-65.0,13.0
42.0,-4.0
-12.0,25.0
-39.0,71.0
19.0,12.0
12.0,-27.0
-16.0,54.0
23.0,-18.0
51.0,-36.0
-44.0,-8.0
1.0,-37.0
20.0,13.0
13.0,-26.0
24.0,-17.0
-30.0,12.0
-11.0,25.0
9.0,-60.0
55.0,-30.0
28.0,-47.0
-27.0,17.0
47.0,-34.0
-25.0,-53.0
-7.0,-5.0
53.0,46.0
5.0,-31.0
29.0,-46.0
-68.0,21.0
10.0,-60.0
