t,cov_v_theory,cov_v_sim
0.0,0.28137368262252194,0.28137368262252194
0.005,0.28109244957985685,0.2810947958938344
0.01,0.28081149762966473,0.28081394686987227
0.015,0.2805308264909937,0.2805435732058948
0.02,0.28025043588317244,0.28026916965283116
0.025,0.2799703255258105,0.2799716888261197
0.03,0.2796904951387974,0.2796941085091398
0.035,0.27941094444230274,0.27941034492006817
0.04,0.27913167315677584,0.27912664019967737
0.045,0.2788526810029453,0.2788441683999034
0.05,0.278573967701819,0.2785673705288627
0.055,0.2782955329746837,0.27828136026367256
0.06,0.2780173765431045,0.2779815196118371
0.065,0.277739498128925,0.27770429893115905
0.07,0.2774618974542668,0.27742347117167065
0.075,0.27718457424152915,0.27715029192450896
0.08,0.2769075282133889,0.27685717960318795
0.085,0.2766307590927999,0.2765793946200937
0.09,0.276354266602993,0.2763101732435407
0.095,0.2760780504674758,0.2760216826521396
0.1,0.275802110410032,0.2757430152107373
0.105,0.27552644615472166,0.27545944527503374
0.11,0.27525105742588046,0.2751738366358195
0.115,0.2749759439481196,0.27488318903258213
0.12,0.27470110544632553,0.2745920346759307
0.125,0.2744265416456598,0.2742923021336477
0.13,0.2741522522715587,0.27402118724913277
0.135,0.27387823704973263,0.27374323615651613
0.14,0.27360449570616646,0.2734576075387191
0.145,0.27333102796711883,0.2731783329391494
0.15,0.2730578335591219,0.27290339410502473
0.155,0.2727849122089813,0.2726241200146925
0.16,0.2725122636437756,0.2723342591135049
0.165,0.2722398875908563,0.272050180633057
0.17,0.2719677837778473,0.27175562883503096
0.17500000000000002,0.2716959519326447,0.27146319751421216
0.18,0.2714243917834167,0.2711759734873816
0.185,0.2711531030586031,0.27089356989948216
0.19,0.2708820854869151,0.2706098732746778
0.195,0.2706113387973352,0.27032619654028656
0.2,0.2703408627191166,0.27003698771128076
0.20500000000000002,0.27007065698178334,0.2697516802054017
0.21,0.2698007213151295,0.26947200735106946
0.215,0.2695310554492195,0.2691957609388211
0.22,0.2692616591143874,0.26890675485092236
0.225,0.26899253204123685,0.2686182615512905
0.23,0.26872367396064073,0.2683303549122353
0.23500000000000001,0.26845508460374096,0.2680391423813538
0.24,0.2681867637019482,0.2677554690296667
0.245,0.26791871098694153,0.2674753840938776
0.25,0.2676509261906681,0.2671759953242696
0.255,0.2673834090453432,0.26690981342601616
0.26,0.26711615928344956,0.26661015725688286
0.265,0.26684917663773755,0.2663329244363053
