x,y
0.0,0.0
-0.004821382639846477,-0.002978027899739346
-0.009638372624782902,-0.005953704726241974
-0.014449487372167093,-0.008925954707966203
-0.019253941474277232,-0.011895679421236408
-0.024051156950531026,-0.014863270284991395
-0.028841496334132896,-0.017827596279266725
-0.03362427281927855,-0.020787908962425404
-0.03839728904329123,-0.02374412071290497
-0.04315967839806506,-0.026697505084966103
-0.047911389927944935,-0.029647984305162738
-0.05265201872329171,-0.03259509741108184
-0.05737960305632953,-0.03554044915219039
-0.06209286295719281,-0.03848283950837345
-0.06679273675458386,-0.041422039494608265
-0.07147768897706985,-0.04435878471190954
-0.07614664446759904,-0.047292325022531806
-0.08080009155340215,-0.050222266718857565
-0.0854364428693658,-0.05314950996873118
-0.09005617236767179,-0.05607307003314623
-0.09465776576506478,-0.058992575751333653
-0.09924058243952286,-0.06190864311557892
-0.10380383956573982,-0.06482303535370994
-0.10834621034713955,-0.06773559964522582
-0.11286799474379686,-0.07064563362232083
-0.11736819813513577,-0.0735526445461724
-0.12184727283614552,-0.07645634872871221
-0.12630342216328752,-0.07935629089650034
-0.13073626539007974,-0.08225409931165538
-0.1351457705064446,-0.0851486027604898
-0.13953100036933933,-0.08803948090690704
-0.14389205286620751,-0.0909269179983626
-0.14822919715148336,-0.09381108034624014
-0.15254186715861762,-0.09669113010439392
-0.15682793739103096,-0.09956941698644166
-0.16108704057342832,-0.10244537955544337
-0.16532061524787445,-0.1053182394992659
-0.1695281626952296,-0.10818847671960292
-0.17370792537372629,-0.11105669021576933
-0.17786040925057928,-0.113921537457551
-0.1819849230171451,-0.11678450773204714
-0.18608258867544597,-0.11964373939679471
-0.19015300761435364,-0.12249913744216953
-0.19419631458396389,-0.1253512425930365
-0.1982108606230361,-0.128200826051941
-0.20219774865373857,-0.13104771398270929
-0.20615530042390534,-0.13389239690923388
-0.21008484156230298,-0.13673356811974616
-0.213984825219094,-0.1395723973345924
-0.2178556632191641,-0.14240960900825428
-0.22169886764143668,-0.1452444963116489
-0.2255125667126545,-0.1480755192777211
-0.2292979856151264,-0.1509032553980634
-0.2330536182430371,-0.15372695172779433
-0.23677954473944496,-0.15654867038711465
-0.2404760138829041,-0.15936723142138015
-0.24414340490058858,-0.1621827655187877
-0.24778276385040868,-0.16499530882887684
-0.2513934453741282,-0.1678052905684151
