t,cov_v_theory,cov_v_sim
1.9080000000000001,0.04656734564091368,0.056477164522795054
1.909,0.04652080157118631,0.056425223282481986
1.9100000000000001,0.04647430402226437,0.05691541573163786
1.911,0.046427852947650346,0.05683965707745134
1.9120000000000001,0.04638144830089312,0.05698975664838594
1.913,0.04633509003558807,0.05759935925406319
1.9140000000000001,0.04628877810537691,0.05709778598735855
1.915,0.04624251246394773,0.05718332756292021
1.9160000000000001,0.046196293065034845,0.05727057111141596
1.917,0.04615011986241889,0.05720152792446827
1.9180000000000001,0.046103992809926636,0.05693818720289873
1.919,0.04605791186143104,0.05721952491478605
1.92,0.04601187697085114,0.056698398138968306
1.921,0.045965888092152046,0.05653331786727814
1.922,0.045919945179344876,0.056698540189549486
1.923,0.0458740481864867,0.056080023506333766
1.924,0.04582819706768055,0.05626770659169576
1.925,0.04578239177707527,0.05618851506724718
1.926,0.0457366322688656,0.055737273252217154
1.927,0.045690918497291996,0.055884726974637325
1.928,0.04564525041664071,0.05572285806001176
1.929,0.04559962798124364,0.05508938704813024
1.93,0.04555405114547834,0.055281319773450334
1.931,0.04550851986376799,0.05580182089818387
1.932,0.045463034090581306,0.05604176706376701
1.933,0.04541759378043249,0.056115143319825006
1.934,0.04537219888788124,0.05527865571643191
1.935,0.04532684936753266,0.05480879118923241
1.936,0.04528154517403723,0.05486313086713835
1.937,0.04523628626209073,0.054445654422800055
1.938,0.04519107258643428,0.05433156371765758
1.939,0.04514590410185417,0.05442547601406398
1.94,0.045100780763181934,0.053996891066717165
1.941,0.045055702525294214,0.05401475261639419
1.942,0.04501066934311278,0.05319687065133683
1.943,0.044965681171604426,0.05266579856973377
1.944,0.044920737965781006,0.05226468157929805
1.945,0.04487583968069929,0.0524436482739638
1.946,0.044830986271460996,0.05175337330957512
1.947,0.0447861776932127,0.051555685875154245
1.948,0.044741413901145846,0.051190345111641396
1.949,0.044696694850496606,0.05145019444564078
1.95,0.04465202049654596,0.051195301207654836
1.951,0.044607390794619506,0.05106972009696907
1.952,0.04456280570008758,0.05144551682753859
1.953,0.04451826516836506,0.05154432510940695
1.954,0.04447376915491143,0.052430622669104456
1.955,0.04442931761523065,0.05221687277723963
1.956,0.0443849105048712,0.051607682095554414
1.957,0.04434054777942594,0.051625753481783276
1.958,0.044296229394532156,0.052204334734443726
1.959,0.04425195530587146,0.05269757612660087
1.96,0.04420772546916976,0.05289545030108112
1.961,0.04416353984019721,0.05271091696991135
1.962,0.04411939837476819,0.05303899252533463
1.963,0.04407530102874121,0.05355409616481866
1.964,0.044031247758018935,0.053313219567873896
1.965,0.043987238518548084,0.05292323084350883
1.966,0.04394327326631943,0.052319971516663746
1.967,0.04389935195736769,0.0521776249283422
1.968,0.04385547454777157,0.052353655019782085
1.969,0.04381164099365366,0.052168359243623626
1.97,0.043767851251180385,0.05159387754760989
1.971,0.04372410527656201,0.051128391778796314
1.972,0.04368040302605256,0.051096426169702835
1.973,0.04363674445594977,0.050826326708080474
1.974,0.04359312952259508,0.050960059031028966
1.975,0.043549558182373535,0.051425810254749
1.976,0.04350603039171381,0.05103926044500244
1.977,0.0434625461070881,0.05139963367170223
1.978,0.04341910528501212,0.05106094593114592
1.979,0.04337570788204504,0.05121433790990264
1.98,0.04333235385478946,0.051528896092000565
1.981,0.04328904315989134,0.05098262906766816
1.982,0.04324577575404,0.05082075769945373
1.983,0.043202551593968,0.050515706580248274
1.984,0.0431593706364512,0.0502331952665225
1.985,0.043116232838308635,0.05078452587814268
1.986,0.04307313815640251,0.05157921242319383
1.987,0.04303008654763812,0.05056565958675773
1.988,0.04298707796896387,0.050292160445795986
1.989,0.04294411237737117,0.05043998663954416
1.99,0.04290118972989442,0.050119417286367776
1.991,0.04285830998361098,0.0501362750765735
1.992,0.0428154730956411,0.05018140244790453
1.993,0.042772679023147867,0.049895313666597225
1.994,0.04272992772333724,0.04963381539280379
1.995,0.04268721915345789,0.04978359811261474
1.996,0.04264455327080126,0.048994264319942075
1.997,0.04260193003270143,0.049008693779131425
