lambda,size
0.863323,8
0.863324,8
0.863325,8
0.863326,8
0.863327,8
0.863328,8
0.863329,8
0.86333,8
0.863331,8
0.863332,8
0.863333,8
0.863334,8
0.863335,8
0.863336,8
0.863337,8
0.863338,8
0.863339,8
0.86334,8
0.863341,8
0.863342,8
0.863343,8
0.863344,8
0.863345,8
0.863346,8
0.863347,8
0.863348,8
0.863349,8
0.86335,8
0.863351,8
0.863352,8
0.863353,8
0.863354,8
0.863355,8
0.863356,8
0.863357,8
0.863358,8
0.863359,8
0.86336,8
0.863361,8
0.863362,8
0.863363,8
0.863364,8
0.863365,8
0.863366,8
0.863367,8
0.863368,8
0.863369,8
0.86337,8
0.863371,8
0.863372,8
0.863373,8
0.863374,8
0.863375,8
0.863376,8
0.863377,8
0.863378,8
0.863379,8
0.86338,8
0.863381,8
0.863382,8
0.863383,8
0.863384,8
0.863385,8
0.863386,8
0.863387,8
0.863388,8
0.863389,8
0.86339,8
0.863391,8
0.863392,8
0.863393,8
0.863394,8
0.863395,8
0.863396,8
0.863397,8
0.863398,8
0.863399,8
0.8634,8
0.863401,8
0.863402,8
0.863403,8
0.863404,8
0.863405,8
0.863406,8
0.863407,8
0.863408,8
0.863409,8
0.86341,8
0.863411,8
0.863412,8
0.863413,8
0.863414,8
0.863415,8
0.863416,8
0.863417,8
0.863418,8
0.863419,8
0.86342,8
0.863421,8
0.863422,8
0.863423,8
0.863424,8
0.863425,8
0.863426,8
0.863427,8
0.863428,8
0.863429,8
0.86343,8
0.863431,8
0.863432,8
0.863433,8
0.863434,8
0.863435,8
0.863436,8
0.863437,8
0.863438,8
0.863439,8
0.86344,8
0.863441,8
0.863442,8
0.863443,8
0.863444,8
0.863445,8
0.863446,8
0.863447,8
0.863448,8
0.863449,8
0.86345,8
0.863451,8
0.863452,8
0.863453,8
0.863454,8
0.863455,8
0.863456,8
0.863457,8
0.863458,8
0.863459,8
0.86346,8
0.863461,8
0.863462,8
0.863463,8
0.863464,8
0.863465,8
0.863466,8
0.863467,8
0.863468,8
0.863469,8
0.86347,8
0.863471,8
0.863472,8
0.863473,8
0.863474,8
0.863475,8
0.863476,8
0.863477,8
0.863478,8
0.863479,8
0.86348,8
0.863481,8
0.863482,8
0.863483,8
0.863484,8
0.863485,8
0.863486,8
0.863487,8
0.863488,8
0.863489,8
0.86349,8
0.863491,8
0.863492,8
0.863493,8
0.863494,8
0.863495,8
0.863496,8
0.863497,8
0.863498,8
0.863499,8
0.8635,8
0.863501,8
0.863502,8
0.863503,8
0.863504,8
0.863505,8
0.863506,8
0.863507,8
0.863508,8
0.863509,8
0.86351,8
0.863511,8
0.863512,8
0.863513,8
0.863514,8
0.863515,8
0.863516,8
0.863517,8
0.863518,8
0.863519,8
0.86352,8
0.863521,8
0.863522,8
0.863523,8
0.863524,8
0.863525,8
0.863526,8
0.863527,8
0.863528,8
0.863529,8
0.86353,8
0.863531,8
0.863532,8
0.863533,8
0.863534,8
0.863535,8
0.863536,8
0.863537,8
0.863538,8
0.863539,8
0.86354,8
0.863541,8
0.863542,8
0.863543,8
0.863544,8
0.863545,8
0.863546,8
0.863547,8
0.863548,8
0.863549,8
0.86355,8
0.863551,8
0.863552,8
0.863553,8
0.863554,8
0.863555,8
0.863556,8
0.863557,8
0.863558,8
0.863559,8
0.86356,8
0.863561,8
0.863562,8
0.863563,8
0.863564,8
0.863565,8
0.863566,8
0.863567,8
0.863568,8
0.863569,8
0.86357,8
0.863571,8
0.863572,8
0.863573,8
0.863574,8
0.863575,8
0.863576,8
0.863577,8
0.863578,8
0.863579,8
0.86358,8
0.863581,8
0.863582,8
0.863583,8
0.863584,8
0.863585,8
0.863586,8
0.863587,8
0.863588,8
0.863589,8
0.86359,8
0.863591,8
0.863592,8
0.863593,8
0.863594,8
0.863595,8
0.863596,8
0.863597,8
0.863598,8
0.863599,8
0.8636,8
0.863601,8
0.863602,8
0.863603,8
0.863604,8
0.863605,8
0.863606,8
0.863607,8
0.863608,8
0.863609,8
0.86361,8
0.863611,8
0.863612,8
0.863613,8
0.863614,8
0.863615,8
0.863616,8
0.863617,8
0.863618,8
0.863619,8
0.86362,8
0.863621,8
0.863622,8
0.863623,8
0.863624,8
0.863625,8
0.863626,8
0.863627,8
0.863628,8
0.863629,8
0.86363,8
0.863631,8
0.863632,8
0.863633,8
0.863634,8
0.863635,8
0.863636,8
0.863637,8
0.863638,8
0.863639,8
0.86364,8
0.863641,8
0.863642,8
0.863643,8
0.863644,8
0.863645,8
0.863646,8
0.863647,8
0.863648,8
0.863649,8
0.86365,8
0.863651,8
0.863652,8
0.863653,8
0.863654,8
0.863655,8
0.863656,8
0.863657,8
0.863658,8
0.863659,8
0.86366,8
0.863661,8
0.863662,8
0.863663,8
0.863664,8
0.863665,8
0.863666,8
0.863667,8
0.863668,8
0.863669,8
0.86367,8
0.863671,8
0.863672,8
0.863673,8
0.863674,8
0.863675,8
0.863676,8
0.863677,8
0.863678,8
0.863679,8
0.86368,8
0.863681,8
0.863682,8
0.863683,8
0.863684,8
0.863685,8
0.863686,8
0.863687,8
0.863688,8
0.863689,8
0.86369,8
0.863691,8
0.863692,8
0.863693,8
0.863694,8
0.863695,8
0.863696,8
0.863697,8
0.863698,8
0.863699,8
0.8637,8
0.863701,8
0.863702,8
0.863703,8
0.863704,8
0.863705,8
0.863706,8
0.863707,8
0.863708,8
0.863709,8
0.86371,8
0.863711,8
0.863712,8
0.863713,8
0.863714,8
0.863715,8
0.863716,8
0.863717,8
0.863718,8
0.863719,8
0.86372,8
0.863721,8
0.863722,8
0.863723,8
0.863724,8
0.863725,8
0.863726,8
0.863727,8
0.863728,8
0.863729,8
0.86373,8
0.863731,8
0.863732,8
0.863733,8
0.863734,8
0.863735,8
0.863736,8
0.863737,8
0.863738,8
0.863739,8
0.86374,8
0.863741,8
0.863742,8
0.863743,8
0.863744,8
0.863745,8
0.863746,8
0.863747,8
0.863748,8
0.863749,8
0.86375,8
0.863751,8
0.863752,8
0.863753,8
0.863754,8
0.863755,8
0.863756,8
0.863757,8
0.863758,8
0.863759,8
0.86376,8
0.863761,8
0.863762,8
0.863763,8
0.863764,8
0.863765,8
0.863766,8
0.863767,8
0.863768,8
0.863769,8
0.86377,8
0.863771,8
0.863772,8
0.863773,8
0.863774,8
0.863775,8
0.863776,8
0.863777,8
0.863778,8
0.863779,8
0.86378,8
0.863781,8
0.863782,8
0.863783,8
0.863784,8
0.863785,8
0.863786,8
0.863787,8
0.863788,8
0.863789,8
0.86379,8
0.863791,8
0.863792,8
0.863793,8
0.863794,8
0.863795,8
0.863796,8
0.863797,8
0.863798,8
0.863799,8
0.8638,8
0.863801,8
0.863802,8
0.863803,8
0.863804,8
0.863805,8
0.863806,8
0.863807,8
0.863808,8
0.863809,8
0.86381,8
0.863811,8
0.863812,8
0.863813,8
0.863814,8
0.863815,8
0.863816,8
0.863817,8
0.863818,8
0.863819,8
0.86382,8
0.863821,8
0.863822,8
0.863823,8
0.863824,8
0.863825,8
0.863826,8
0.863827,8
0.863828,8
0.863829,8
0.86383,8
0.863831,8
0.863832,8
0.863833,8
0.863834,8
0.863835,8
0.863836,8
0.863837,8
0.863838,8
0.863839,8
0.86384,8
0.863841,8
0.863842,8
0.863843,8
0.863844,8
0.863845,8
0.863846,8
0.863847,8
0.863848,8
0.863849,8
0.86385,8
0.863851,8
0.863852,8
0.863853,8
0.863854,8
0.863855,8
0.863856,8
0.863857,8
0.863858,8
0.863859,8
0.86386,8
0.863861,8
0.863862,8
0.863863,8
0.863864,8
0.863865,8
0.863866,8
0.863867,8
0.863868,8
0.863869,8
0.86387,8
0.863871,8
0.863872,8
0.863873,8
0.863874,8
0.863875,8
0.863876,8
0.863877,8
0.863878,8
0.863879,8
0.86388,8
0.863881,8
0.863882,8
0.863883,8
0.863884,8
0.863885,8
0.863886,8
0.863887,8
0.863888,8
0.863889,8
0.86389,8
0.863891,8
0.863892,8
0.863893,8
0.863894,8
0.863895,8
0.863896,8
0.863897,8
0.863898,8
0.863899,8
0.8639,8
0.863901,8
0.863902,8
0.863903,8
0.863904,8
0.863905,8
0.863906,8
0.863907,8
0.863908,8
0.863909,8
0.86391,8
0.863911,8
0.863912,8
0.863913,8
0.863914,8
0.863915,8
0.863916,8
0.863917,8
0.863918,8
0.863919,8
0.86392,8
0.863921,8
0.863922,8
0.863923,8
0.863924,8
0.863925,8
0.863926,8
0.863927,8
0.863928,8
0.863929,8
0.86393,8
0.863931,8
0.863932,8
0.863933,8
0.863934,8
0.863935,8
0.863936,8
0.863937,8
0.863938,8
0.863939,8
0.86394,8
0.863941,8
0.863942,8
0.863943,8
0.863944,8
0.863945,8
0.863946,8
0.863947,8
0.863948,8
0.863949,8
0.86395,8
0.863951,8
0.863952,8
0.863953,8
0.863954,8
0.863955,8
0.863956,8
0.863957,8
0.863958,8
0.863959,8
0.86396,8
0.863961,8
0.863962,8
0.863963,8
0.863964,8
0.863965,8
0.863966,8
0.863967,8
0.863968,8
0.863969,8
0.86397,8
0.863971,8
0.863972,8
0.863973,8
0.863974,8
0.863975,8
0.863976,8
0.863977,8
0.863978,8
0.863979,8
0.86398,8
0.863981,8
0.863982,8
0.863983,8
0.863984,8
0.863985,8
0.863986,8
0.863987,8
0.863988,8
0.863989,8
0.86399,8
0.863991,8
0.863992,8
0.863993,8
0.863994,8
0.863995,8
0.863996,8
0.863997,8
0.863998,8
0.863999,8
0.864,8
0.864001,8
0.864002,8
0.864003,8
0.864004,8
0.864005,8
0.864006,8
0.864007,8
0.864008,8
0.864009,8
0.86401,8
0.864011,8
0.864012,8
0.864013,8
0.864014,8
0.864015,8
0.864016,8
0.864017,8
0.864018,8
0.864019,8
0.86402,8
0.864021,8
0.864022,8
0.864023,8
0.864024,8
0.864025,8
0.864026,8
0.864027,8
0.864028,8
0.864029,8
0.86403,8
0.864031,8
0.864032,8
0.864033,8
0.864034,8
0.864035,8
0.864036,8
0.864037,8
0.864038,8
0.864039,8
0.86404,8
0.864041,8
0.864042,8
0.864043,8
0.864044,8
0.864045,8
0.864046,8
0.864047,8
0.864048,8
0.864049,8
0.86405,8
0.864051,8
0.864052,8
0.864053,8
0.864054,8
0.864055,8
0.864056,8
0.864057,8
0.864058,8
0.864059,8
0.86406,8
0.864061,8
0.864062,8
0.864063,8
0.864064,8
0.864065,8
0.864066,8
0.864067,8
0.864068,8
0.864069,8
0.86407,8
0.864071,9
0.864072,9
0.864073,13
0.864074,14
0.864075,16
0.864076,25
0.864077,27
0.864078,32
0.864079,42
0.86408,46
0.864081,52
0.864082,54
0.864083,50
0.864084,44
0.864085,34
0.864086,27
0.864087,18
0.864088,18
0.864089,16
0.86409,16
0.864091,16
0.864092,16
0.864093,16
0.864094,16
0.864095,16
0.864096,16
0.864097,16
0.864098,16
0.864099,16
0.8641,16
0.864101,16
0.864102,16
0.864103,16
0.864104,16
0.864105,16
0.864106,16
0.864107,16
0.864108,16
0.864109,16
0.86411,16
0.864111,16
0.864112,16
0.864113,16
0.864114,16
0.864115,16
0.864116,16
0.864117,16
0.864118,16
0.864119,16
0.86412,16
0.864121,16
0.864122,16
0.864123,16
0.864124,16
0.864125,16
0.864126,16
0.864127,16
0.864128,16
0.864129,16
0.86413,16
0.864131,16
0.864132,16
0.864133,16
0.864134,16
0.864135,16
0.864136,16
0.864137,16
0.864138,16
0.864139,16
0.86414,16
0.864141,16
0.864142,16
0.864143,16
0.864144,16
0.864145,16
0.864146,16
0.864147,16
0.864148,16
0.864149,16
0.86415,16
0.864151,16
0.864152,16
0.864153,16
0.864154,16
0.864155,16
0.864156,16
0.864157,16
0.864158,16
0.864159,16
0.86416,16
0.864161,16
0.864162,16
0.864163,16
0.864164,16
0.864165,16
0.864166,16
0.864167,16
0.864168,16
0.864169,16
0.86417,16
0.864171,16
0.864172,16
0.864173,16
0.864174,16
0.864175,16
0.864176,16
0.864177,16
0.864178,16
0.864179,16
0.86418,16
0.864181,16
0.864182,16
0.864183,16
0.864184,16
0.864185,16
0.864186,16
0.864187,16
0.864188,16
0.864189,16
0.86419,16
0.864191,16
0.864192,16
0.864193,16
0.864194,16
0.864195,16
0.864196,16
0.864197,16
0.864198,16
0.864199,16
0.8642,16
0.864201,16
0.864202,16
0.864203,16
0.864204,16
0.864205,16
0.864206,16
0.864207,16
0.864208,16
0.864209,16
0.86421,16
0.864211,16
0.864212,16
0.864213,16
0.864214,16
0.864215,16
0.864216,16
0.864217,16
0.864218,16
0.864219,16
0.86422,16
0.864221,16
0.864222,16
0.864223,16
0.864224,16
0.864225,16
0.864226,16
0.864227,16
0.864228,16
0.864229,16
0.86423,16
0.864231,16
0.864232,16
0.864233,16
0.864234,16
0.864235,16
0.864236,16
0.864237,16
0.864238,16
0.864239,16
0.86424,16
0.864241,16
0.864242,16
0.864243,16
0.864244,16
0.864245,16
0.864246,16
0.864247,16
0.864248,16
0.864249,16
0.86425,16
0.864251,16
0.864252,16
0.864253,16
0.864254,16
0.864255,16
0.864256,16
0.864257,16
0.864258,16
0.864259,16
0.86426,16
0.864261,16
0.864262,16
0.864263,16
0.864264,16
0.864265,16
0.864266,16
0.864267,16
0.864268,16
0.864269,16
0.86427,16
0.864271,16
0.864272,16
0.864273,16
0.864274,16
0.864275,16
0.864276,16
0.864277,16
0.864278,16
0.864279,16
0.86428,16
0.864281,16
0.864282,16
0.864283,16
0.864284,16
0.864285,16
0.864286,16
0.864287,16
0.864288,16
0.864289,16
0.86429,16
0.864291,16
0.864292,16
0.864293,16
0.864294,16
0.864295,16
0.864296,16
0.864297,16
0.864298,16
0.864299,16
0.8643,16
0.864301,16
0.864302,16
0.864303,16
0.864304,16
0.864305,16
0.864306,16
0.864307,16
0.864308,16
0.864309,16
0.86431,16
0.864311,16
0.864312,16
0.864313,16
0.864314,16
0.864315,16
0.864316,16
0.864317,16
0.864318,16
0.864319,16
0.86432,16
0.864321,16
0.864322,16
0.864323,16
0.864324,16
0.864325,16
0.864326,16
0.864327,16
0.864328,16
0.864329,16
0.86433,16
0.864331,16
0.864332,16
0.864333,16
0.864334,16
0.864335,16
0.864336,16
0.864337,16
0.864338,16
0.864339,16
0.86434,16
0.864341,16
0.864342,16
0.864343,16
0.864344,16
0.864345,16
0.864346,16
0.864347,16
0.864348,16
0.864349,16
0.86435,16
0.864351,16
0.864352,16
0.864353,16
0.864354,16
0.864355,16
0.864356,16
0.864357,16
0.864358,16
0.864359,16
0.86436,16
0.864361,16
0.864362,16
0.864363,16
0.864364,16
0.864365,16
0.864366,16
0.864367,16
0.864368,16
0.864369,16
0.86437,16
0.864371,16
0.864372,16
0.864373,16
0.864374,16
0.864375,16
0.864376,16
0.864377,16
0.864378,16
0.864379,16
0.86438,16
0.864381,16
0.864382,16
0.864383,16
0.864384,16
0.864385,16
0.864386,16
0.864387,16
0.864388,16
0.864389,16
0.86439,16
0.864391,16
0.864392,16
0.864393,16
0.864394,16
0.864395,16
0.864396,16
0.864397,16
0.864398,16
0.864399,16
0.8644,16
0.864401,16
0.864402,16
0.864403,16
0.864404,16
0.864405,16
0.864406,16
0.864407,16
0.864408,16
0.864409,16
0.86441,16
0.864411,16
0.864412,16
0.864413,16
0.864414,16
0.864415,16
0.864416,16
0.864417,16
0.864418,16
0.864419,16
0.86442,16
0.864421,16
0.864422,16
0.864423,16
0.864424,16
0.864425,16
0.864426,16
0.864427,16
0.864428,16
0.864429,16
0.86443,16
0.864431,16
0.864432,16
0.864433,16
0.864434,16
0.864435,16
0.864436,16
0.864437,16
0.864438,16
0.864439,16
0.86444,16
0.864441,16
0.864442,16
0.864443,16
0.864444,16
0.864445,16
0.864446,16
0.864447,16
0.864448,16
0.864449,16
0.86445,16
0.864451,16
0.864452,16
0.864453,16
0.864454,16
0.864455,16
0.864456,16
0.864457,16
0.864458,16
0.864459,16
0.86446,16
0.864461,16
0.864462,16
0.864463,16
0.864464,16
0.864465,16
0.864466,16
0.864467,16
0.864468,16
0.864469,16
0.86447,16
0.864471,16
0.864472,16
0.864473,16
0.864474,16
0.864475,16
0.864476,16
0.864477,16
0.864478,16
0.864479,16
0.86448,16
0.864481,16
0.864482,16
0.864483,16
0.864484,16
0.864485,16
0.864486,16
0.864487,16
0.864488,16
0.864489,16
0.86449,16
0.864491,16
0.864492,16
0.864493,16
0.864494,16
0.864495,16
0.864496,16
0.864497,16
0.864498,16
0.864499,16
0.8645,16
0.864501,16
0.864502,16
0.864503,16
0.864504,16
0.864505,16
0.864506,16
0.864507,16
0.864508,16
0.864509,16
0.86451,16
0.864511,16
0.864512,16
0.864513,16
0.864514,16
0.864515,16
0.864516,16
0.864517,16
0.864518,16
0.864519,16
0.86452,16
0.864521,16
0.864522,16
0.864523,16
0.864524,16
0.864525,16
0.864526,16
0.864527,16
0.864528,16
0.864529,16
0.86453,16
0.864531,16
0.864532,16
0.864533,16
0.864534,16
0.864535,16
0.864536,16
0.864537,16
0.864538,16
0.864539,16
0.86454,16
0.864541,16
0.864542,16
0.864543,16
0.864544,16
0.864545,16
0.864546,16
0.864547,16
0.864548,16
0.864549,16
0.86455,16
0.864551,16
0.864552,16
0.864553,16
0.864554,16
0.864555,16
0.864556,16
0.864557,16
0.864558,16
0.864559,16
0.86456,16
0.864561,16
0.864562,16
0.864563,16
0.864564,16
0.864565,16
0.864566,16
0.864567,16
0.864568,16
0.864569,16
0.86457,16
0.864571,16
0.864572,16
0.864573,16
0.864574,16
0.864575,16
0.864576,16
0.864577,16
0.864578,16
0.864579,16
0.86458,16
0.864581,16
0.864582,16
0.864583,16
0.864584,16
0.864585,16
0.864586,16
0.864587,16
0.864588,16
0.864589,16
0.86459,16
0.864591,16
0.864592,16
0.864593,16
0.864594,16
0.864595,16
0.864596,16
0.864597,16
0.864598,16
0.864599,16
0.8646,16
0.864601,16
0.864602,16
0.864603,16
0.864604,16
0.864605,16
0.864606,16
0.864607,16
0.864608,16
0.864609,16
0.86461,16
0.864611,16
0.864612,16
0.864613,16
0.864614,16
0.864615,16
0.864616,16
0.864617,16
0.864618,16
0.864619,16
0.86462,16
0.864621,16
0.864622,16
0.864623,16
0.864624,16
0.864625,16
0.864626,16
0.864627,16
0.864628,16
0.864629,16
0.86463,16
0.864631,16
0.864632,16
0.864633,16
0.864634,16
0.864635,16
0.864636,16
0.864637,16
0.864638,16
0.864639,16
0.86464,16
0.864641,16
0.864642,16
0.864643,16
0.864644,16
0.864645,16
0.864646,16
0.864647,16
0.864648,16
0.864649,16
0.86465,16
0.864651,16
0.864652,16
0.864653,16
0.864654,16
0.864655,16
0.864656,16
0.864657,16
0.864658,16
0.864659,16
0.86466,16
0.864661,16
0.864662,16
0.864663,16
0.864664,16
0.864665,16
0.864666,16
0.864667,16
0.864668,16
0.864669,16
0.86467,16
0.864671,16
0.864672,16
0.864673,16
0.864674,16
0.864675,16
0.864676,16
0.864677,16
0.864678,16
0.864679,16
0.86468,16
0.864681,16
0.864682,16
0.864683,16
0.864684,16
0.864685,16
0.864686,16
0.864687,16
0.864688,16
0.864689,16
0.86469,16
0.864691,16
0.864692,16
0.864693,16
0.864694,16
0.864695,16
0.864696,16
0.864697,16
0.864698,16
0.864699,16
0.8647,16
0.864701,16
0.864702,16
0.864703,16
0.864704,16
0.864705,16
0.864706,16
0.864707,16
0.864708,16
0.864709,16
0.86471,16
0.864711,16
0.864712,16
0.864713,16
0.864714,16
0.864715,16
0.864716,16
0.864717,16
0.864718,16
0.864719,16
0.86472,16
0.864721,16
0.864722,16
0.864723,16
0.864724,16
0.864725,16
0.864726,16
0.864727,16
0.864728,16
0.864729,16
0.86473,16
0.864731,16
0.864732,16
0.864733,16
0.864734,16
0.864735,16
0.864736,16
0.864737,16
0.864738,16
0.864739,16
0.86474,16
0.864741,16
0.864742,16
0.864743,16
0.864744,16
0.864745,16
0.864746,16
0.864747,16
0.864748,16
0.864749,16
0.86475,16
0.864751,16
0.864752,16
0.864753,16
0.864754,16
0.864755,16
0.864756,16
0.864757,16
0.864758,16
0.864759,16
0.86476,16
0.864761,16
0.864762,16
0.864763,16
0.864764,16
0.864765,16
0.864766,16
0.864767,16
0.864768,16
0.864769,16
0.86477,16
0.864771,16
0.864772,16
0.864773,16
0.864774,16
0.864775,16
0.864776,16
0.864777,16
0.864778,16
0.864779,16
0.86478,16
0.864781,16
0.864782,16
0.864783,16
0.864784,16
0.864785,16
0.864786,16
0.864787,16
0.864788,16
0.864789,16
0.86479,16
0.864791,16
0.864792,16
0.864793,16
0.864794,16
0.864795,16
0.864796,16
0.864797,16
0.864798,16
0.864799,16
0.8648,16
0.864801,16
0.864802,16
0.864803,16
0.864804,16
0.864805,16
0.864806,16
0.864807,16
0.864808,16
0.864809,16
0.86481,16
0.864811,16
0.864812,16
0.864813,16
0.864814,16
0.864815,16
0.864816,16
0.864817,16
0.864818,16
0.864819,16
0.86482,16
0.864821,16
0.864822,16
0.864823,16
0.864824,16
0.864825,16
0.864826,16
0.864827,16
0.864828,16
0.864829,16
0.86483,16
0.864831,16
0.864832,16
0.864833,16
0.864834,16
0.864835,16
0.864836,16
0.864837,16
0.864838,16
0.864839,16
0.86484,16
0.864841,16
0.864842,16
0.864843,16
0.864844,16
0.864845,16
0.864846,16
0.864847,16
0.864848,16
0.864849,16
0.86485,16
0.864851,16
0.864852,16
0.864853,16
0.864854,16
0.864855,16
0.864856,16
0.864857,16
0.864858,16
0.864859,16
0.86486,16
0.864861,16
0.864862,16
0.864863,16
0.864864,16
0.864865,16
0.864866,16
0.864867,16
0.864868,16
0.864869,16
0.86487,16
0.864871,16
0.864872,16
0.864873,16
0.864874,16
0.864875,16
0.864876,16
0.864877,16
0.864878,16
0.864879,16
0.86488,16
0.864881,16
0.864882,16
0.864883,16
0.864884,16
0.864885,16
0.864886,16
0.864887,16
0.864888,16
0.864889,16
0.86489,16
0.864891,16
0.864892,16
0.864893,16
0.864894,16
0.864895,16
0.864896,16
0.864897,16
0.864898,16
0.864899,16
0.8649,16
0.864901,16
0.864902,16
0.864903,16
0.864904,16
0.864905,16
0.864906,16
0.864907,16
0.864908,16
0.864909,16
0.86491,16
0.864911,16
0.864912,16
0.864913,16
0.864914,16
0.864915,16
0.864916,16
0.864917,16
0.864918,16
0.864919,16
0.86492,16
0.864921,16
0.864922,16
0.864923,16
0.864924,16
0.864925,16
0.864926,16
0.864927,16
0.864928,16
0.864929,16
0.86493,16
0.864931,16
0.864932,16
0.864933,16
0.864934,16
0.864935,16
0.864936,16
0.864937,16
0.864938,16
0.864939,16
0.86494,16
0.864941,16
0.864942,16
0.864943,16
0.864944,16
0.864945,16
0.864946,16
0.864947,16
0.864948,16
0.864949,16
0.86495,16
0.864951,16
0.864952,16
0.864953,16
0.864954,16
0.864955,16
0.864956,16
0.864957,16
0.864958,16
0.864959,16
0.86496,16
0.864961,16
0.864962,16
0.864963,16
0.864964,16
0.864965,16
0.864966,16
0.864967,16
0.864968,16
0.864969,16
0.86497,16
0.864971,16
0.864972,16
0.864973,16
0.864974,16
0.864975,16
0.864976,16
0.864977,16
0.864978,16
0.864979,16
0.86498,16
0.864981,16
0.864982,16
0.864983,16
0.864984,16
0.864985,16
0.864986,16
0.864987,16
0.864988,16
0.864989,16
0.86499,16
0.864991,16
0.864992,16
0.864993,16
0.864994,16
0.864995,16
0.864996,16
0.864997,16
0.864998,16
0.864999,16
0.865,16
0.865001,16
0.865002,16
0.865003,16
0.865004,16
0.865005,16
0.865006,16
0.865007,16
0.865008,16
0.865009,16
0.86501,16
0.865011,16
0.865012,16
0.865013,16
0.865014,16
0.865015,16
0.865016,16
0.865017,16
0.865018,16
0.865019,16
0.86502,16
0.865021,16
0.865022,16
0.865023,16
0.865024,16
0.865025,16
0.865026,16
0.865027,16
0.865028,16
0.865029,16
0.86503,16
0.865031,16
0.865032,16
0.865033,16
0.865034,16
0.865035,16
0.865036,16
0.865037,16
0.865038,16
0.865039,16
0.86504,16
0.865041,16
0.865042,16
0.865043,16
0.865044,16
0.865045,16
0.865046,16
0.865047,16
0.865048,16
0.865049,16
0.86505,16
0.865051,16
0.865052,16
0.865053,16
0.865054,16
0.865055,16
0.865056,16
0.865057,16
0.865058,16
0.865059,16
0.86506,16
0.865061,16
0.865062,16
0.865063,16
0.865064,16
0.865065,16
0.865066,16
0.865067,16
0.865068,16
0.865069,16
0.86507,16
0.865071,16
0.865072,16
0.865073,16
0.865074,16
0.865075,16
0.865076,16
0.865077,16
0.865078,16
0.865079,16
0.86508,16
0.865081,16
0.865082,16
0.865083,16
0.865084,16
0.865085,16
0.865086,16
0.865087,16
0.865088,16
0.865089,16
0.86509,16
0.865091,16
0.865092,16
0.865093,16
0.865094,16
0.865095,16
0.865096,16
0.865097,16
0.865098,16
0.865099,16
0.8651,16
0.865101,16
0.865102,16
0.865103,16
0.865104,16
0.865105,16
0.865106,16
0.865107,16
0.865108,16
0.865109,16
0.86511,16
0.865111,16
0.865112,16
0.865113,16
0.865114,16
0.865115,16
0.865116,16
0.865117,16
0.865118,16
0.865119,16
0.86512,16
0.865121,16
0.865122,16
0.865123,16
0.865124,16
0.865125,16
0.865126,16
0.865127,16
0.865128,16
0.865129,16
0.86513,16
0.865131,16
0.865132,16
0.865133,16
0.865134,16
0.865135,16
0.865136,16
0.865137,16
0.865138,16
0.865139,16
0.86514,16
0.865141,16
0.865142,16
0.865143,16
0.865144,16
0.865145,16
0.865146,16
0.865147,16
0.865148,16
0.865149,16
0.86515,16
0.865151,16
0.865152,16
0.865153,16
0.865154,16
0.865155,16
0.865156,16
0.865157,16
0.865158,16
0.865159,16
0.86516,16
0.865161,16
0.865162,16
0.865163,16
0.865164,16
0.865165,16
0.865166,16
0.865167,16
0.865168,16
0.865169,16
0.86517,16
0.865171,16
0.865172,16
0.865173,16
0.865174,16
0.865175,16
0.865176,16
0.865177,16
0.865178,16
0.865179,16
0.86518,16
0.865181,16
0.865182,16
0.865183,16
0.865184,16
0.865185,16
0.865186,16
0.865187,16
0.865188,16
0.865189,16
0.86519,16
0.865191,16
0.865192,16
0.865193,16
0.865194,16
0.865195,16
0.865196,16
0.865197,16
0.865198,16
0.865199,16
0.8652,16
0.865201,16
0.865202,16
0.865203,16
0.865204,16
0.865205,16
0.865206,16
0.865207,16
0.865208,16
0.865209,16
0.86521,16
0.865211,16
0.865212,16
0.865213,16
0.865214,16
0.865215,16
0.865216,16
0.865217,16
0.865218,16
0.865219,16
0.86522,16
0.865221,16
0.865222,16
0.865223,16
0.865224,16
0.865225,16
0.865226,16
0.865227,16
0.865228,16
0.865229,16
0.86523,16
0.865231,16
0.865232,16
0.865233,16
0.865234,16
0.865235,16
0.865236,16
0.865237,16
0.865238,16
0.865239,16
0.86524,16
0.865241,16
0.865242,16
0.865243,16
0.865244,16
0.865245,16
0.865246,16
0.865247,16
0.865248,16
0.865249,16
0.86525,16
0.865251,16
0.865252,16
0.865253,16
0.865254,17
0.865255,22
0.865256,31
0.865257,44
0.865258,45
0.865259,45
0.86526,34
0.865261,32
0.865262,32
0.865263,32
0.865264,32
0.865265,32
0.865266,32
0.865267,32
0.865268,32
0.865269,32
0.86527,32
0.865271,32
0.865272,32
0.865273,32
0.865274,32
0.865275,32
0.865276,32
0.865277,32
0.865278,32
0.865279,32
0.86528,32
0.865281,32
0.865282,32
0.865283,32
0.865284,32
0.865285,32
0.865286,32
0.865287,32
0.865288,32
0.865289,32
0.86529,32
0.865291,32
0.865292,32
0.865293,32
0.865294,32
0.865295,32
0.865296,32
0.865297,32
0.865298,32
0.865299,32
0.8653,32
0.865301,32
0.865302,32
0.865303,32
0.865304,32
0.865305,32
0.865306,32
0.865307,32
0.865308,32
0.865309,32
0.86531,32
0.865311,32
0.865312,32
0.865313,32
0.865314,32
0.865315,32
0.865316,32
0.865317,32
0.865318,32
0.865319,32
0.86532,32
0.865321,32
