lambda,size
0.719464,1
0.719465,1
0.719466,1
0.719467,1
0.719468,1
0.719469,1
0.71947,1
0.719471,1
0.719472,1
0.719473,1
0.719474,1
0.719475,1
0.719476,1
0.719477,1
0.719478,1
0.719479,1
0.71948,1
0.719481,1
0.719482,1
0.719483,1
0.719484,1
0.719485,1
0.719486,1
0.719487,1
0.719488,1
0.719489,1
0.71949,1
0.719491,1
0.719492,1
0.719493,1
0.719494,1
0.719495,1
0.719496,1
0.719497,1
0.719498,1
0.719499,1
0.7195,1
0.719501,1
0.719502,1
0.719503,1
0.719504,1
0.719505,1
0.719506,1
0.719507,1
0.719508,1
0.719509,1
0.71951,1
0.719511,1
0.719512,1
0.719513,1
0.719514,1
0.719515,1
0.719516,1
0.719517,1
0.719518,1
0.719519,1
0.71952,1
0.719521,1
0.719522,1
0.719523,1
0.719524,1
0.719525,1
0.719526,1
0.719527,1
0.719528,1
0.719529,1
0.71953,1
0.719531,1
0.719532,1
0.719533,1
0.719534,1
0.719535,1
0.719536,1
0.719537,1
0.719538,1
0.719539,1
0.71954,1
0.719541,1
0.719542,1
0.719543,1
0.719544,1
0.719545,1
0.719546,1
0.719547,1
0.719548,1
0.719549,1
0.71955,1
0.719551,1
0.719552,1
0.719553,1
0.719554,1
0.719555,1
0.719556,1
0.719557,1
0.719558,1
0.719559,1
0.71956,1
0.719561,1
0.719562,1
0.719563,1
0.719564,1
0.719565,1
0.719566,1
0.719567,1
0.719568,1
0.719569,1
0.71957,1
0.719571,1
0.719572,1
0.719573,1
0.719574,1
0.719575,1
0.719576,1
0.719577,1
0.719578,1
0.719579,1
0.71958,1
0.719581,1
0.719582,1
0.719583,1
0.719584,1
0.719585,1
0.719586,1
0.719587,1
0.719588,1
0.719589,1
0.71959,1
0.719591,1
0.719592,1
0.719593,1
0.719594,1
0.719595,1
0.719596,1
0.719597,1
0.719598,1
0.719599,1
0.7196,1
0.719601,1
0.719602,1
0.719603,1
0.719604,1
0.719605,1
0.719606,1
0.719607,1
0.719608,1
0.719609,1
0.71961,1
0.719611,1
0.719612,1
0.719613,1
0.719614,1
0.719615,1
0.719616,1
0.719617,1
0.719618,1
0.719619,1
0.71962,1
0.719621,1
0.719622,1
0.719623,1
0.719624,1
0.719625,1
0.719626,1
0.719627,1
0.719628,1
0.719629,1
0.71963,1
0.719631,1
0.719632,1
0.719633,1
0.719634,1
0.719635,1
0.719636,1
0.719637,1
0.719638,1
0.719639,1
0.71964,1
0.719641,1
0.719642,1
0.719643,1
0.719644,1
0.719645,1
0.719646,1
0.719647,1
0.719648,1
0.719649,1
0.71965,1
0.719651,1
0.719652,1
0.719653,1
0.719654,1
0.719655,1
0.719656,1
0.719657,1
0.719658,1
0.719659,1
0.71966,1
0.719661,1
0.719662,1
0.719663,1
0.719664,1
0.719665,1
0.719666,1
0.719667,1
0.719668,1
0.719669,1
0.71967,1
0.719671,1
0.719672,1
0.719673,1
0.719674,1
0.719675,1
0.719676,1
0.719677,1
0.719678,1
0.719679,1
0.71968,1
0.719681,1
0.719682,1
0.719683,1
0.719684,1
0.719685,1
0.719686,1
0.719687,1
0.719688,1
0.719689,1
0.71969,1
0.719691,1
0.719692,1
0.719693,1
0.719694,1
0.719695,1
0.719696,1
0.719697,1
0.719698,1
0.719699,1
0.7197,1
0.719701,1
0.719702,1
0.719703,1
0.719704,1
0.719705,1
0.719706,1
0.719707,1
0.719708,1
0.719709,1
0.71971,1
0.719711,1
0.719712,1
0.719713,1
0.719714,1
0.719715,1
0.719716,1
0.719717,1
0.719718,1
0.719719,1
0.71972,1
0.719721,1
0.719722,1
0.719723,1
0.719724,1
0.719725,1
0.719726,1
0.719727,1
0.719728,1
0.719729,1
0.71973,1
0.719731,1
0.719732,1
0.719733,1
0.719734,1
0.719735,1
0.719736,1
0.719737,1
0.719738,1
0.719739,1
0.71974,1
0.719741,1
0.719742,2
0.719743,2
0.719744,2
0.719745,2
0.719746,2
0.719747,2
0.719748,2
0.719749,2
0.71975,2
0.719751,2
0.719752,2
0.719753,2
0.719754,2
0.719755,2
0.719756,2
0.719757,2
0.719758,2
0.719759,2
0.71976,2
0.719761,2
0.719762,2
0.719763,2
0.719764,2
0.719765,2
0.719766,2
0.719767,3
0.719768,3
0.719769,3
0.71977,3
0.719771,3
0.719772,3
0.719773,3
0.719774,3
0.719775,3
0.719776,3
0.719777,4
0.719778,4
0.719779,4
0.71978,4
0.719781,4
0.719782,4
0.719783,4
0.719784,4
0.719785,4
0.719786,4
0.719787,4
0.719788,4
0.719789,4
0.71979,5
0.719791,5
0.719792,5
0.719793,5
0.719794,6
0.719795,6
0.719796,6
0.719797,6
0.719798,6
0.719799,6
0.7198,6
0.719801,6
0.719802,6
0.719803,6
0.719804,8
0.719805,8
0.719806,8
0.719807,8
0.719808,8
0.719809,8
0.71981,8
0.719811,8
0.719812,8
0.719813,8
0.719814,10
0.719815,10
0.719816,10
0.719817,10
0.719818,10
0.719819,10
0.71982,10
0.719821,10
0.719822,12
0.719823,12
0.719824,12
0.719825,12
0.719826,12
0.719827,12
0.719828,12
0.719829,14
0.71983,14
0.719831,14
0.719832,14
0.719833,14
0.719834,16
0.719835,16
0.719836,16
0.719837,16
0.719838,16
0.719839,18
0.71984,18
0.719841,18
0.719842,18
0.719843,18
0.719844,20
0.719845,20
0.719846,20
0.719847,20
0.719848,22
0.719849,22
0.71985,22
0.719851,22
0.719852,24
0.719853,24
0.719854,24
0.719855,26
0.719856,26
0.719857,26
0.719858,28
0.719859,28
0.71986,28
0.719861,30
0.719862,30
0.719863,30
0.719864,32
0.719865,32
0.719866,32
0.719867,34
0.719868,34
0.719869,34
0.71987,36
0.719871,36
0.719872,38
0.719873,38
0.719874,40
0.719875,40
0.719876,40
0.719877,42
0.719878,42
0.719879,44
0.71988,44
0.719881,46
0.719882,46
0.719883,47
0.719884,48
0.719885,49
0.719886,50
0.719887,50
0.719888,52
0.719889,52
0.71989,54
0.719891,54
0.719892,56
0.719893,56
0.719894,58
0.719895,58
0.719896,60
0.719897,61
0.719898,62
0.719899,62
0.7199,64
0.719901,65
0.719902,66
0.719903,66
0.719904,68
0.719905,68
0.719906,70
0.719907,70
0.719908,72
0.719909,72
0.71991,74
0.719911,74
0.719912,76
0.719913,76
0.719914,77
0.719915,78
0.719916,78
0.719917,80
0.719918,80
0.719919,81
0.71992,82
0.719921,82
0.719922,83
0.719923,84
0.719924,84
0.719925,84
0.719926,85
0.719927,86
0.719928,86
0.719929,86
0.71993,86
0.719931,86
0.719932,87
0.719933,87
0.719934,87
0.719935,87
0.719936,87
0.719937,87
0.719938,87
0.719939,87
0.71994,86
0.719941,86
0.719942,86
0.719943,85
0.719944,85
0.719945,84
0.719946,84
0.719947,83
0.719948,82
0.719949,82
0.71995,81
0.719951,80
0.719952,79
0.719953,78
0.719954,77
0.719955,76
0.719956,75
0.719957,74
0.719958,72
0.719959,71
0.71996,70
0.719961,69
0.719962,67
0.719963,66
0.719964,65
0.719965,63
0.719966,62
0.719967,60
0.719968,59
0.719969,58
0.71997,56
0.719971,55
0.719972,53
0.719973,52
0.719974,50
0.719975,49
0.719976,48
0.719977,46
0.719978,45
0.719979,43
0.71998,42
0.719981,40
0.719982,39
0.719983,38
0.719984,36
0.719985,35
0.719986,34
0.719987,33
0.719988,32
0.719989,30
0.71999,29
0.719991,28
0.719992,27
0.719993,26
0.719994,25
0.719995,24
0.719996,23
0.719997,22
0.719998,21
0.719999,20
0.72,20
0.720001,18
0.720002,18
0.720003,17
0.720004,16
0.720005,16
0.720006,15
0.720007,14
0.720008,14
0.720009,13
0.72001,12
0.720011,12
0.720012,12
0.720013,10
0.720014,10
0.720015,10
0.720016,10
0.720017,9
0.720018,8
0.720019,8
0.72002,8
0.720021,8
0.720022,8
0.720023,6
0.720024,6
0.720025,6
0.720026,6
0.720027,6
0.720028,6
0.720029,6
0.72003,4
0.720031,4
0.720032,4
0.720033,4
0.720034,4
0.720035,4
0.720036,4
0.720037,4
0.720038,4
0.720039,4
0.72004,4
0.720041,4
0.720042,3
0.720043,2
0.720044,2
0.720045,2
0.720046,2
0.720047,2
0.720048,2
0.720049,2
0.72005,2
0.720051,2
0.720052,2
0.720053,2
0.720054,2
0.720055,2
0.720056,2
0.720057,2
0.720058,2
0.720059,2
0.72006,2
0.720061,2
0.720062,2
0.720063,2
0.720064,2
0.720065,2
0.720066,2
0.720067,2
0.720068,2
0.720069,2
0.72007,2
0.720071,2
0.720072,2
0.720073,2
0.720074,2
0.720075,2
0.720076,2
0.720077,2
0.720078,2
0.720079,2
0.72008,2
0.720081,2
0.720082,2
0.720083,2
0.720084,2
0.720085,2
0.720086,2
0.720087,2
0.720088,2
0.720089,2
0.72009,2
0.720091,2
0.720092,2
0.720093,2
0.720094,2
0.720095,2
0.720096,2
0.720097,2
0.720098,2
0.720099,2
0.7201,2
0.720101,2
0.720102,2
0.720103,2
0.720104,2
0.720105,2
0.720106,2
0.720107,2
0.720108,2
0.720109,2
0.72011,2
0.720111,2
0.720112,2
0.720113,2
0.720114,2
0.720115,2
0.720116,2
0.720117,2
0.720118,2
0.720119,2
0.72012,2
0.720121,2
0.720122,2
0.720123,2
0.720124,2
0.720125,2
0.720126,2
0.720127,2
0.720128,2
0.720129,2
0.72013,2
0.720131,2
0.720132,2
0.720133,2
0.720134,2
0.720135,2
0.720136,2
0.720137,2
0.720138,2
0.720139,2
0.72014,2
0.720141,2
0.720142,2
0.720143,2
0.720144,2
0.720145,2
0.720146,2
0.720147,2
0.720148,2
0.720149,2
0.72015,2
0.720151,2
0.720152,2
0.720153,2
0.720154,2
0.720155,2
0.720156,2
0.720157,2
0.720158,2
0.720159,2
0.72016,2
0.720161,2
0.720162,2
0.720163,2
0.720164,2
0.720165,2
0.720166,2
0.720167,2
0.720168,2
0.720169,2
0.72017,2
0.720171,2
0.720172,2
0.720173,2
0.720174,2
0.720175,2
0.720176,2
0.720177,2
0.720178,2
0.720179,2
0.72018,2
0.720181,2
0.720182,2
0.720183,2
0.720184,2
0.720185,2
0.720186,2
0.720187,2
0.720188,2
0.720189,2
0.72019,2
0.720191,2
0.720192,2
0.720193,2
0.720194,2
0.720195,2
0.720196,2
0.720197,2
0.720198,2
0.720199,2
0.7202,2
0.720201,2
0.720202,2
0.720203,2
0.720204,2
0.720205,2
0.720206,2
0.720207,2
0.720208,2
0.720209,2
0.72021,2
0.720211,2
0.720212,2
0.720213,2
0.720214,2
0.720215,2
0.720216,2
0.720217,2
0.720218,2
0.720219,2
0.72022,2
0.720221,2
0.720222,2
0.720223,2
0.720224,2
0.720225,2
0.720226,2
0.720227,2
0.720228,2
0.720229,2
0.72023,2
0.720231,2
0.720232,2
0.720233,2
0.720234,2
0.720235,2
0.720236,2
0.720237,2
0.720238,2
0.720239,2
0.72024,2
0.720241,2
0.720242,2
0.720243,2
0.720244,2
0.720245,2
0.720246,2
0.720247,2
0.720248,2
0.720249,2
0.72025,2
0.720251,2
0.720252,2
0.720253,2
0.720254,2
0.720255,2
0.720256,2
0.720257,2
0.720258,2
0.720259,2
0.72026,2
0.720261,2
0.720262,2
0.720263,2
0.720264,2
0.720265,2
0.720266,2
0.720267,2
0.720268,2
0.720269,2
0.72027,2
0.720271,2
0.720272,2
0.720273,2
0.720274,2
0.720275,2
0.720276,2
0.720277,2
0.720278,2
0.720279,2
0.72028,2
0.720281,2
0.720282,2
0.720283,2
0.720284,2
0.720285,2
0.720286,2
0.720287,2
0.720288,2
0.720289,2
0.72029,2
0.720291,2
0.720292,2
0.720293,2
0.720294,2
0.720295,2
0.720296,2
0.720297,2
0.720298,2
0.720299,2
0.7203,2
0.720301,2
0.720302,2
0.720303,2
0.720304,2
0.720305,2
0.720306,2
0.720307,2
0.720308,2
0.720309,2
0.72031,2
0.720311,2
0.720312,2
0.720313,2
0.720314,2
0.720315,2
0.720316,2
0.720317,2
0.720318,2
0.720319,2
0.72032,2
0.720321,2
0.720322,2
0.720323,2
0.720324,2
0.720325,2
0.720326,2
0.720327,2
0.720328,2
0.720329,2
0.72033,2
0.720331,2
0.720332,2
0.720333,2
0.720334,2
0.720335,2
0.720336,2
0.720337,2
0.720338,2
0.720339,2
0.72034,2
0.720341,2
0.720342,2
0.720343,2
0.720344,2
0.720345,2
0.720346,2
0.720347,2
0.720348,2
0.720349,2
0.72035,2
0.720351,2
0.720352,2
0.720353,2
0.720354,2
0.720355,2
0.720356,2
0.720357,2
0.720358,2
0.720359,2
0.72036,2
0.720361,2
0.720362,2
0.720363,2
0.720364,2
0.720365,2
0.720366,2
0.720367,2
0.720368,2
0.720369,2
0.72037,2
0.720371,2
0.720372,2
0.720373,2
0.720374,2
0.720375,2
0.720376,2
0.720377,2
0.720378,2
0.720379,2
0.72038,2
0.720381,2
0.720382,2
0.720383,2
0.720384,2
0.720385,2
0.720386,2
0.720387,2
0.720388,2
0.720389,2
0.72039,2
0.720391,2
0.720392,2
0.720393,2
0.720394,2
0.720395,2
0.720396,2
0.720397,2
0.720398,2
0.720399,2
0.7204,2
0.720401,2
0.720402,2
0.720403,2
0.720404,2
0.720405,2
0.720406,2
0.720407,2
0.720408,2
0.720409,2
0.72041,2
0.720411,2
0.720412,2
0.720413,2
0.720414,2
0.720415,2
0.720416,2
0.720417,2
0.720418,2
0.720419,2
0.72042,2
0.720421,2
0.720422,2
0.720423,2
0.720424,2
0.720425,2
0.720426,2
0.720427,2
0.720428,2
0.720429,2
0.72043,2
0.720431,2
0.720432,2
0.720433,2
0.720434,2
0.720435,2
0.720436,2
0.720437,2
0.720438,2
0.720439,2
0.72044,2
0.720441,2
0.720442,2
0.720443,2
0.720444,2
0.720445,2
0.720446,2
0.720447,2
0.720448,2
0.720449,2
0.72045,2
0.720451,2
0.720452,2
0.720453,2
0.720454,2
0.720455,2
0.720456,2
0.720457,2
0.720458,2
0.720459,2
0.72046,2
0.720461,2
0.720462,2
0.720463,2
0.720464,2
0.720465,2
0.720466,2
0.720467,2
0.720468,2
0.720469,2
0.72047,2
0.720471,2
0.720472,2
0.720473,2
0.720474,2
0.720475,2
0.720476,2
0.720477,2
0.720478,2
0.720479,2
0.72048,2
0.720481,2
0.720482,2
0.720483,2
0.720484,2
0.720485,2
0.720486,2
0.720487,2
0.720488,2
0.720489,2
0.72049,2
0.720491,2
0.720492,2
0.720493,2
0.720494,2
0.720495,2
0.720496,2
0.720497,2
0.720498,2
0.720499,2
0.7205,2
0.720501,2
0.720502,2
0.720503,2
0.720504,2
0.720505,2
0.720506,2
0.720507,2
0.720508,2
0.720509,2
0.72051,2
0.720511,2
0.720512,2
0.720513,2
0.720514,2
0.720515,2
0.720516,2
0.720517,2
0.720518,2
0.720519,2
0.72052,2
0.720521,2
0.720522,2
0.720523,2
0.720524,2
0.720525,2
0.720526,2
0.720527,2
0.720528,2
0.720529,2
0.72053,2
0.720531,2
0.720532,2
0.720533,2
0.720534,2
0.720535,2
0.720536,2
0.720537,2
0.720538,2
0.720539,2
0.72054,2
0.720541,2
0.720542,2
0.720543,2
0.720544,2
0.720545,2
0.720546,2
0.720547,2
0.720548,2
0.720549,2
0.72055,2
0.720551,2
0.720552,2
0.720553,2
0.720554,2
0.720555,2
0.720556,2
0.720557,2
0.720558,2
0.720559,2
0.72056,2
0.720561,2
0.720562,2
0.720563,2
0.720564,2
0.720565,2
0.720566,2
0.720567,2
0.720568,2
0.720569,2
0.72057,2
0.720571,2
0.720572,2
0.720573,2
0.720574,2
0.720575,2
0.720576,2
0.720577,2
0.720578,2
0.720579,2
0.72058,2
0.720581,2
0.720582,2
0.720583,2
0.720584,2
0.720585,2
0.720586,2
0.720587,2
0.720588,2
0.720589,2
0.72059,2
0.720591,2
0.720592,2
0.720593,2
0.720594,2
0.720595,2
0.720596,2
0.720597,2
0.720598,2
0.720599,2
0.7206,2
0.720601,2
0.720602,2
0.720603,2
0.720604,2
0.720605,2
0.720606,2
0.720607,2
0.720608,2
0.720609,2
0.72061,2
0.720611,2
0.720612,2
0.720613,2
0.720614,2
0.720615,2
0.720616,2
0.720617,2
0.720618,2
0.720619,2
0.72062,2
0.720621,2
0.720622,2
0.720623,2
0.720624,2
0.720625,2
0.720626,2
0.720627,2
0.720628,2
0.720629,2
0.72063,2
0.720631,2
0.720632,2
0.720633,2
0.720634,2
0.720635,2
0.720636,2
0.720637,2
0.720638,2
0.720639,2
0.72064,2
0.720641,2
0.720642,2
0.720643,2
0.720644,2
0.720645,2
0.720646,2
0.720647,2
0.720648,2
0.720649,2
0.72065,2
0.720651,2
0.720652,2
0.720653,2
0.720654,2
0.720655,2
0.720656,2
0.720657,2
0.720658,2
0.720659,2
0.72066,2
0.720661,2
0.720662,2
0.720663,2
0.720664,2
0.720665,2
0.720666,2
0.720667,2
0.720668,2
0.720669,2
0.72067,2
0.720671,2
0.720672,2
0.720673,2
0.720674,2
0.720675,2
0.720676,2
0.720677,2
0.720678,2
0.720679,2
0.72068,2
0.720681,2
0.720682,2
0.720683,2
0.720684,2
0.720685,2
0.720686,2
0.720687,2
0.720688,2
0.720689,2
0.72069,2
0.720691,2
0.720692,2
0.720693,2
0.720694,2
0.720695,2
0.720696,2
0.720697,2
0.720698,2
0.720699,2
0.7207,2
0.720701,2
0.720702,2
0.720703,2
0.720704,2
0.720705,2
0.720706,2
0.720707,2
0.720708,2
0.720709,2
0.72071,2
0.720711,2
0.720712,2
0.720713,2
0.720714,2
0.720715,2
0.720716,2
0.720717,2
0.720718,2
0.720719,2
0.72072,2
0.720721,2
0.720722,2
0.720723,2
0.720724,2
0.720725,2
0.720726,2
0.720727,2
0.720728,2
0.720729,2
0.72073,2
0.720731,2
0.720732,2
0.720733,2
0.720734,2
0.720735,2
0.720736,2
0.720737,2
0.720738,2
0.720739,2
0.72074,2
0.720741,2
0.720742,2
0.720743,2
0.720744,2
0.720745,2
0.720746,2
0.720747,2
0.720748,2
0.720749,2
0.72075,2
0.720751,2
0.720752,2
0.720753,2
0.720754,2
0.720755,2
0.720756,2
0.720757,2
0.720758,2
0.720759,2
0.72076,2
0.720761,2
0.720762,2
0.720763,2
0.720764,2
0.720765,2
0.720766,2
0.720767,2
0.720768,2
0.720769,2
0.72077,2
0.720771,2
0.720772,2
0.720773,2
0.720774,2
0.720775,2
0.720776,2
0.720777,2
0.720778,2
0.720779,2
0.72078,2
0.720781,2
0.720782,2
0.720783,2
0.720784,2
0.720785,2
0.720786,2
0.720787,2
0.720788,2
0.720789,2
0.72079,2
0.720791,2
0.720792,2
0.720793,2
0.720794,2
0.720795,2
0.720796,2
0.720797,2
0.720798,2
0.720799,2
0.7208,2
0.720801,2
0.720802,2
0.720803,2
0.720804,2
0.720805,2
0.720806,2
0.720807,2
0.720808,2
0.720809,2
0.72081,2
0.720811,2
0.720812,2
0.720813,2
0.720814,2
0.720815,2
0.720816,2
0.720817,2
0.720818,2
0.720819,2
0.72082,2
0.720821,2
0.720822,2
0.720823,2
0.720824,2
0.720825,2
0.720826,2
0.720827,2
0.720828,2
0.720829,2
0.72083,2
0.720831,2
0.720832,2
0.720833,2
0.720834,2
0.720835,2
0.720836,2
0.720837,2
0.720838,2
0.720839,2
0.72084,2
0.720841,2
0.720842,2
0.720843,2
0.720844,2
0.720845,2
0.720846,2
0.720847,2
0.720848,2
0.720849,2
0.72085,2
0.720851,2
0.720852,2
0.720853,2
0.720854,2
0.720855,2
0.720856,2
0.720857,2
0.720858,2
0.720859,2
0.72086,2
0.720861,2
0.720862,2
0.720863,2
0.720864,2
0.720865,2
0.720866,2
0.720867,2
0.720868,2
0.720869,2
0.72087,2
0.720871,2
0.720872,2
0.720873,2
0.720874,2
0.720875,2
0.720876,2
0.720877,2
0.720878,2
0.720879,2
0.72088,2
0.720881,2
0.720882,2
0.720883,2
0.720884,2
0.720885,2
0.720886,2
0.720887,2
0.720888,2
0.720889,2
0.72089,2
0.720891,2
0.720892,2
0.720893,2
0.720894,2
0.720895,2
0.720896,2
0.720897,2
0.720898,2
0.720899,2
0.7209,2
0.720901,2
0.720902,2
0.720903,2
0.720904,2
0.720905,2
0.720906,2
0.720907,2
0.720908,2
0.720909,2
0.72091,2
0.720911,2
0.720912,2
0.720913,2
0.720914,2
0.720915,2
0.720916,2
0.720917,2
0.720918,2
0.720919,2
0.72092,2
0.720921,2
0.720922,2
0.720923,2
0.720924,2
0.720925,2
0.720926,2
0.720927,2
0.720928,2
0.720929,2
0.72093,2
0.720931,2
0.720932,2
0.720933,2
0.720934,2
0.720935,2
0.720936,2
0.720937,2
0.720938,2
0.720939,2
0.72094,2
0.720941,2
0.720942,2
0.720943,2
0.720944,2
0.720945,2
0.720946,2
0.720947,2
0.720948,2
0.720949,2
0.72095,2
0.720951,2
0.720952,2
0.720953,2
0.720954,2
0.720955,2
0.720956,2
0.720957,2
0.720958,2
0.720959,2
0.72096,2
0.720961,2
0.720962,2
0.720963,2
0.720964,2
0.720965,2
0.720966,2
0.720967,2
0.720968,2
0.720969,2
0.72097,2
0.720971,2
0.720972,2
0.720973,2
0.720974,2
0.720975,2
0.720976,2
0.720977,2
0.720978,2
0.720979,2
0.72098,2
0.720981,2
0.720982,2
0.720983,2
0.720984,2
0.720985,2
0.720986,2
0.720987,2
0.720988,2
0.720989,2
0.72099,2
0.720991,2
0.720992,2
0.720993,2
0.720994,2
0.720995,2
0.720996,2
0.720997,2
0.720998,2
0.720999,2
0.721,2
0.721001,2
0.721002,2
0.721003,2
0.721004,2
0.721005,2
0.721006,2
0.721007,2
0.721008,2
0.721009,2
0.72101,2
0.721011,2
0.721012,2
0.721013,2
0.721014,2
0.721015,2
0.721016,2
0.721017,2
0.721018,2
0.721019,2
0.72102,2
0.721021,2
0.721022,2
0.721023,2
0.721024,2
0.721025,2
0.721026,2
0.721027,2
0.721028,2
0.721029,2
0.72103,2
0.721031,2
0.721032,2
0.721033,2
0.721034,2
0.721035,2
0.721036,2
0.721037,2
0.721038,2
0.721039,2
0.72104,2
0.721041,2
0.721042,2
0.721043,2
0.721044,2
0.721045,2
0.721046,2
0.721047,2
0.721048,2
0.721049,2
0.72105,2
0.721051,2
0.721052,2
0.721053,2
0.721054,2
0.721055,2
0.721056,2
0.721057,2
0.721058,2
0.721059,2
0.72106,2
0.721061,2
0.721062,2
0.721063,2
0.721064,2
0.721065,2
0.721066,2
0.721067,2
0.721068,2
0.721069,2
0.72107,2
0.721071,2
0.721072,2
0.721073,2
0.721074,2
0.721075,2
0.721076,2
0.721077,2
0.721078,2
0.721079,2
0.72108,2
0.721081,2
0.721082,2
0.721083,2
0.721084,2
0.721085,2
0.721086,2
0.721087,2
0.721088,2
0.721089,2
0.72109,2
0.721091,2
0.721092,2
0.721093,2
0.721094,2
0.721095,2
0.721096,2
0.721097,2
0.721098,2
0.721099,2
0.7211,2
0.721101,2
0.721102,2
0.721103,2
0.721104,2
0.721105,2
0.721106,2
0.721107,2
0.721108,2
0.721109,2
0.72111,2
0.721111,2
0.721112,2
0.721113,2
0.721114,2
0.721115,2
0.721116,2
0.721117,2
0.721118,2
0.721119,2
0.72112,2
0.721121,2
0.721122,2
0.721123,2
0.721124,2
0.721125,2
0.721126,2
0.721127,2
0.721128,2
0.721129,2
0.72113,2
0.721131,2
0.721132,2
0.721133,2
0.721134,2
0.721135,2
0.721136,2
0.721137,2
0.721138,2
0.721139,2
0.72114,2
0.721141,2
0.721142,2
0.721143,2
0.721144,2
0.721145,2
0.721146,2
0.721147,2
0.721148,2
0.721149,2
0.72115,2
0.721151,2
0.721152,2
0.721153,2
0.721154,2
0.721155,2
0.721156,2
0.721157,2
0.721158,2
0.721159,2
0.72116,2
0.721161,2
0.721162,2
0.721163,2
0.721164,2
0.721165,2
0.721166,2
0.721167,2
0.721168,2
0.721169,2
0.72117,2
0.721171,2
0.721172,2
0.721173,2
0.721174,2
0.721175,2
0.721176,2
0.721177,2
0.721178,2
0.721179,2
0.72118,2
0.721181,2
0.721182,2
0.721183,2
0.721184,2
0.721185,2
0.721186,2
0.721187,2
0.721188,2
0.721189,2
0.72119,2
0.721191,2
0.721192,2
0.721193,2
0.721194,2
0.721195,2
0.721196,2
0.721197,2
0.721198,2
0.721199,2
0.7212,2
0.721201,2
0.721202,2
0.721203,2
0.721204,2
0.721205,2
0.721206,2
0.721207,2
0.721208,2
0.721209,2
0.72121,2
0.721211,2
0.721212,2
0.721213,2
0.721214,2
0.721215,2
0.721216,2
0.721217,2
0.721218,2
0.721219,2
0.72122,2
0.721221,2
0.721222,2
0.721223,2
0.721224,2
0.721225,2
0.721226,2
0.721227,2
0.721228,2
0.721229,2
0.72123,2
0.721231,2
0.721232,2
0.721233,2
0.721234,2
0.721235,2
0.721236,2
0.721237,2
0.721238,2
0.721239,2
0.72124,2
0.721241,2
0.721242,2
0.721243,2
0.721244,2
0.721245,2
0.721246,2
0.721247,2
0.721248,2
0.721249,2
0.72125,2
0.721251,2
0.721252,2
0.721253,2
0.721254,2
0.721255,2
0.721256,2
0.721257,2
0.721258,2
0.721259,2
0.72126,2
0.721261,2
0.721262,2
0.721263,2
0.721264,2
0.721265,2
0.721266,2
0.721267,2
0.721268,2
0.721269,2
0.72127,2
0.721271,2
0.721272,2
0.721273,2
0.721274,2
0.721275,2
0.721276,2
0.721277,2
0.721278,2
0.721279,2
0.72128,2
0.721281,2
0.721282,2
0.721283,2
0.721284,2
0.721285,2
0.721286,2
0.721287,2
0.721288,2
0.721289,2
0.72129,2
0.721291,2
0.721292,2
0.721293,2
0.721294,2
0.721295,2
0.721296,2
0.721297,2
0.721298,2
0.721299,2
0.7213,2
0.721301,2
0.721302,2
0.721303,2
0.721304,2
0.721305,2
0.721306,2
0.721307,2
0.721308,2
0.721309,2
0.72131,2
0.721311,2
0.721312,2
0.721313,2
0.721314,2
0.721315,2
0.721316,2
0.721317,2
0.721318,2
0.721319,2
0.72132,2
0.721321,2
0.721322,2
0.721323,2
0.721324,2
0.721325,2
0.721326,2
0.721327,2
0.721328,2
0.721329,2
0.72133,2
0.721331,2
0.721332,2
0.721333,2
0.721334,2
0.721335,2
0.721336,2
0.721337,2
0.721338,2
0.721339,2
0.72134,2
0.721341,2
0.721342,2
0.721343,2
0.721344,2
0.721345,2
0.721346,2
0.721347,2
0.721348,2
0.721349,2
0.72135,2
0.721351,2
0.721352,2
0.721353,2
0.721354,2
0.721355,2
0.721356,2
0.721357,2
0.721358,2
0.721359,2
0.72136,2
0.721361,2
0.721362,2
0.721363,2
0.721364,2
0.721365,2
0.721366,2
0.721367,2
0.721368,2
0.721369,2
0.72137,2
0.721371,2
0.721372,2
0.721373,2
0.721374,2
0.721375,2
0.721376,2
0.721377,2
0.721378,2
0.721379,2
0.72138,2
0.721381,2
0.721382,2
0.721383,2
0.721384,2
0.721385,2
0.721386,2
0.721387,2
0.721388,2
0.721389,2
0.72139,2
0.721391,2
0.721392,2
0.721393,2
0.721394,2
0.721395,2
0.721396,2
0.721397,2
0.721398,2
0.721399,2
0.7214,2
0.721401,2
0.721402,2
0.721403,2
0.721404,2
0.721405,2
0.721406,2
0.721407,2
0.721408,2
0.721409,2
0.72141,2
0.721411,2
0.721412,2
0.721413,2
0.721414,2
0.721415,2
0.721416,2
0.721417,2
0.721418,2
0.721419,2
0.72142,2
0.721421,2
0.721422,2
0.721423,2
0.721424,2
0.721425,2
0.721426,2
0.721427,2
0.721428,2
0.721429,2
0.72143,2
0.721431,2
0.721432,2
0.721433,2
0.721434,2
0.721435,2
0.721436,2
0.721437,2
0.721438,2
0.721439,2
0.72144,2
0.721441,2
0.721442,2
0.721443,2
0.721444,2
0.721445,2
0.721446,2
0.721447,2
0.721448,2
0.721449,2
0.72145,2
0.721451,2
0.721452,2
0.721453,2
0.721454,2
0.721455,2
0.721456,2
0.721457,2
0.721458,2
0.721459,2
0.72146,2
0.721461,2
0.721462,2
