x,y
68.0,-96.0
-32.0,-34.0
-12.0,-119.0
174.0,71.0
-48.0,-42.0
-62.0,60.0
-1.0,74.0
-2.0,74.0
-16.0,-90.0
-145.0,25.0
116.0,66.0
-99.0,141.0
42.0,-112.0
-46.0,4.0
-27.0,17.0
47.0,-34.0
93.0,82.0
-55.0,-45.0
-14.0,-44.0
-69.0,20.0
5.0,-31.0
41.0,-108.0
-124.0,84.0
10.0,84.0
-32.0,87.0
169.0,77.0
-53.0,-36.0
-34.0,14.0
-67.0,66.0
67.0,66.0
-35.0,18.0
39.0,-33.0
-132.0,85.0
88.0,125.0
0.0,12.0
19.0,25.0
146.0,66.0
-69.0,-88.0
-157.0,28.0
-125.0,17.0
-84.0,18.0
-139.0,82.0
-70.0,-84.0
